wc_id,parent_sku,product_name,product_type,categories,tags,description_plain,short_description_plain,bullet_1,bullet_2,bullet_3,bullet_4,bullet_5,search_terms,price,regular_price,weight,dimensions,image_1,image_2,image_3,image_4,image_5,size_options,variation_skus,variation_prices,sun_requirements,planting_depth,delivery_time,wc_url
458469,PB-MUST,Mustard Biofumigant Blend Cover Crop Seed Mix,variable,"Cover Crop Seed, Pasture Seed","new, Staff Pick",,"Choose the Mustard Biofumigant Blend Cover Crop Seed Mix for a fast, short-season solution to pest and disease pressure in vegetable beds. This mustard-dominant mix acts as a natural biofumigant, releasing bioactive compounds that help suppress soil-borne fungi, nematodes, and some bacterial pathogens as the mulch is incorporated. Ideal for breaking pest and disease cycles between harvests, it quickly forms dense biomass that boosts soil organic matter and soil structure. When mowed and integrat",,,,,,"pasture seed, staff pick, cover crop seed",46.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/12/Mustard.webp,https://naturesseed.com/wp-content/uploads/2025/07/Pasture-seed-bag-3.webp,,,,,PB-MUST-20-LB-KIT | PB-MUST-50-LB-KIT | PB-MUST-10-LB,$199.71 | $169.75 | $46.99,"Grow in full sun, at least 6-8 hours daily.",Plant 0.2-50.5 inch (6-12 mm) deep so seeds are covered and firmly in contact with the soil,7,https://naturesseed.com/products/pasture-seed/mustard-biofumigant-blend-cover-crop-seed-mix/
458468,WB-JPW,Jimmy's Perennial Wildflower Mix,variable,Native Wildflower Seed &amp; Seed Mixes,new,,"Jimmy’s Perennial Wildflower Mix offers a reliable, long-lasting solution for cottage-style borders that calmly return and expand each year. This versatile seed blend naturally naturalizes meadows, fence lines, and acreage edges with a low-maintenance perennial bloom display that requires minimal upkeep. Plant once for a carefree, year-round tapestry of color, texture, and pollinator-friendly nectar. The mix features a balanced selection of hardy perennials that establish quickly, spread modestl",,,,,,native wildflower seed &amp; seed mixes,19.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/12/Jimmys-Perennial-Flower.webp,https://naturesseed.com/wp-content/uploads/2023/08/bag5_6.png,,,,,WB-JPW-5-LB-KIT | WB-JPW-2.5-LB-KIT | WB-JPW-0.5-LB,$169.91 | $89.95 | $19.99,Plant in full sun to very light shade; full sun gives best blooms.,"Sow on the soil surface, no deeper than 1/8 inch, and press seed firmly into soil.",7,https://naturesseed.com/products/wildflower-seed/jimmys-perennial-wildflower-mix/
458467,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,variable,"Pasture Seed, Drought-Tolerant Seed, Food Plot Seed","new, New Arrival",,"Establish a high-protein pasture clover mix designed for moist or seasonally flooded fields to attract ducks, teal, and other waterfowl during migration and wintering. This seed blend provides dependable forage and seed heads for bobwhite quail and other upland game birds along pond margins, slough edges, and low pastures. The mix thrives in wet soils and gradually yields dense cover, creating a reliable food plot that sustains birds through thin forage periods. Use it to improve habitat along w",,,,,,"pasture seed, new arrival, food plot seed, drought-tolerant seed",47.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,https://naturesseed.com/wp-content/uploads/2025/07/Pasture-seed-bag-3.webp,,,,,PB-CLV-20-LB-KIT | PB-CLV-50-LB-KIT | PB-CLV-10-LB,$86.38 | $203.96 | $47.99,Full sun to light shade with at least 6 hours daily.,"Plant 1/8-1/4 inch deep, barely covered or pressed into soil.",7,https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/
458434,TURF-CLV,Clover Lawn Alternative Mix,variable,"Clover Seed, Drought-Tolerant Seed, Lawn Alternatives, Lawn Seed","new, Staff Pick","The Lawn Alternative Clover Mix gives you a beautiful, low-maintenance ground cover that replaces or complements traditional turf. Blending White Dutch Clover, microclover, and complementary species, this mix forms a dense, soft-textured lawn that stays green through summer without the chemical inputs or frequent mowing that grass demands.
Clover is a natural nitrogen-fixer — it feeds itself from the air, meaning you can skip synthetic fertilizers entirely. It handles foot traffic well, tolerates drought better than cool-season grasses, and produces gentle blooms that pollinators love. This makes it a perfect choice for families, dog owners, and anyone who wants a functional, low-cost lawn that's also good for the environment.
Our blend is expertly proportioned for quick establishment and season-long coverage. Seed in spring or fall into a prepared seedbed. Works as a standalone lawn or blended into existing turf for a natural, sustainable upgrade.","A low-mow clover and microclover lawn alternative that replaces traditional grass with a soft, walkable green carpet. Stays lush with less water, no fertilizer, and far less mowing — ideal for eco-conscious homeowners.","The Lawn Alternative Clover Mix gives you a beautiful, low-maintenance ground cover that replaces or complements traditional turf. Blending White Dutch Clover, microclover, and complementary species, this mix forms a dense, soft-textured lawn that stays green through summer without the chemical inputs or frequent mowing that grass demands.","Clover is a natural nitrogen-fixer — it feeds itself from the air, meaning you can skip synthetic fertilizers entirely. It handles foot traffic well, tolerates drought better than cool-season grasses, and produces gentle blooms that pollinators love. This makes it a perfect choice for families, dog owners, and anyone who wants a functional, low-cost lawn that's also good for the environment.","Our blend is expertly proportioned for quick establishment and season-long coverage. Seed in spring or fall into a prepared seedbed. Works as a standalone lawn or blended into existing turf for a natural, sustainable upgrade.",,,"lawn alternatives, lawn seed, staff pick, drought-tolerant seed, clover seed",17.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/12/CloverLikeLawn.png,https://naturesseed.com/wp-content/uploads/2025/07/Lawnbags-7.png,,,,,TURF-CLV-5-LB | TURF-CLV-25-LB-KIT | TURF-CLV-10-LB-KIT,$17.99 | $89.99 | $32.39,Full sun to partial shade,1/2 to 1/4 inch,7,https://naturesseed.com/products/grass-seed/clover-lawn-alternative-mix/
458423,TURF-MLB,Meadow Lawn Blend,variable,"Lawn Alternatives, Lawn Seed, Specialty Seed","new, New Arrival",,,,,,,,"specialty seed, lawn seed, new arrival, lawn alternatives",28.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/12/MeadowLikeLawn.png,https://naturesseed.com/wp-content/uploads/2025/07/Lawnbags-7.png,,,,,TURF-MLB-5-LB | TURF-MLB-25-LB-KIT | TURF-MLB-10-LB-KIT,$28.99 | $127.79 | $51.29,Full sun to Partial Shade,1/4 to 1/2 inch,7,https://naturesseed.com/products/grass-seed/meadow-lawn-blend/
458047,TURF-HLB,Hardy Grass Seed Mix for High Traffic Lawns,variable,"Drought-Tolerant Seed, Lawn Seed","new, New Arrival","Find a premium grass seed mix that is ideal for high traffic lawns and will stand up to abuse from dogs, kids, and more. Our hardy mix features top-rated varieties that are drought tolerant and create dense, durable turf.",,"Find a premium grass seed mix that is ideal for high traffic lawns and will stand up to abuse from dogs, kids, and more. Our hardy mix features top-rated varieties that are drought tolerant and create dense, durable turf.",,,,,"lawn seed, new arrival, drought-tolerant seed",44.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/tuffnnuff.png,https://naturesseed.com/wp-content/uploads/2025/07/Lawnbags-4.png,,,,,TURF-HLB-5-LB | TURF-HLB-25-LB-KIT | TURF-HLB-10-LB-KIT,$44.99 | $199.79 | $79.99,Full Sun to Partial Shade, 1/8–1/4 inch,7,https://naturesseed.com/products/grass-seed/high-traffic-hardy-lawn/
456233,LAWN-BUDA,Sundancer Buffalograss Lawn Seed,variable,"Lawn Seed, All Seed, Drought-Tolerant Seed",new,"Sundancer Buffalograss (Bouteloua dactyloides) is one of the most water-efficient lawn grasses available — a native North American species naturally adapted to heat, drought, and hard clay soils. Sundancer is a selected cultivar bred specifically for improved density, color, and wear tolerance compared to wild-type buffalograss, making it a genuine premium lawn option for water-conscious homeowners across the Great Plains and Southwest.
Once established, Sundancer needs irrigation only during extended drought — dramatically reducing your water bill and maintenance time. It grows to a tidy 4–6 inch height without mowing, turns a rich blue-green through summer, and goes naturally dormant (tan) in winter before greening back up in spring. No fertilizers, no pesticides, and no constant watering required.
This is a warm-season grass best suited to USDA Zones 3–9 in the central and western U.S. Seed in late spring when soil temps exceed 60°F. Our 3 lb kit covers up to 600 sq ft of new lawn or larger areas as a mix with other native species.","Sundancer Buffalograss is a native, warm-season lawn grass that stays green and beautiful with up to 75% less water than conventional turf. Perfect for drought-prone regions, it requires minimal mowing and no synthetic inputs once established.","Sundancer Buffalograss (Bouteloua dactyloides) is one of the most water-efficient lawn grasses available — a native North American species naturally adapted to heat, drought, and hard clay soils. Sundancer is a selected cultivar bred specifically for improved density, color, and wear tolerance compared to wild-type buffalograss, making it a genuine premium lawn option for water-conscious homeowners across the Great Plains and Southwest.","Once established, Sundancer needs irrigation only during extended drought — dramatically reducing your water bill and maintenance time. It grows to a tidy 4–6 inch height without mowing, turns a rich blue-green through summer, and goes naturally dormant (tan) in winter before greening back up in spring. No fertilizers, no pesticides, and no constant watering required.",This is a warm-season grass best suited to USDA Zones 3–9 in the central and western U.S. Seed in late spring when soil temps exceed 60°F. Our 3 lb kit covers up to 600 sq ft of new lawn or larger areas as a mix with other native species.,,,"lawn seed, drought-tolerant seed",116.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/11/buffallograss-Sundancer.png,,,,,"3 lb - Covers 1,000 Sq Ft | 6 lb - Covers 2,000 Sq Ft | 15 lb - Covers 5,000 Sq Ft",TURF-BUDA-6-LB-KIT | TURF-BUDA-3-LB-KIT | TURF-BUDA-15-LB-KIT,$209.99 | $116.99 | $496.99,Full sun,1/4–1/2 inch deep,15,https://naturesseed.com/products/grass-seed/sundancer-buffalograss-seed/
455939,PB-SGPR,Shortgrass Prairie Seed Mix,variable,"All Seed, Food Plot Seed","new, Staff Pick",,,,,,,,"staff pick, food plot seed",217.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/11/Shortgrass.png,,,,,"10 lb - Covers 25,000 Sq Ft | 20 lb - Covers 50,000 Sq Ft | 50 lb - Covers 100,000 Sq Ft",PB-SGPR-10-LB | PB-SGPR-50-LB-KIT | PB-SGPR-20-LB-KIT,$217.99 | $925.64 | $392.39,Full Sun," 1/4 - 1/2""",7,https://naturesseed.com/products/pasture-seed/shortgrass-prairie-mix/
455929,PB-SHPR,Sandhills Prairie Mix,variable,"Pasture Seed, All Seed, Specialty Seed",new,,,,,,,,"specialty seed, pasture seed",199.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/11/sandhillsPrairie.png,,,,,"10 lb - Covers 50,000 Sq Ft | 20 lb - Covers 100,000 Sq Ft | 50 lb - Covers 250,000 Sq Ft",PB-SHPR-50-LB-KIT | PB-SHPR-20-LB-KIT | PB-SHPR-10-LB,$849.99 | $359.99 | $199.99,Full Sun,"1/4 - 1/2""",15,https://naturesseed.com/products/pasture-seed/sandhills-prairie-mix/
455414,PB-GRSC,Green Screen Food Plot Mix,variable,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed","Best Seller, new","Green Screen Food Plot Mix is engineered to attract and hold deer, turkey, and other wildlife from early fall through late season. The blend combines fast-germinating annuals with persistent perennials to give you green, palatable forage exactly when hunting pressure peaks and natural food sources decline.
The mix includes species proven to draw heavy browse pressure: brassicas for cool-season attraction, clovers for warm-season protein, and grains that remain standing through early frosts. Together they create a food plot that produces from the first cool nights of fall through the end of deer season — giving wildlife a reason to stay on your land.
Seed into a well-prepared seedbed in late summer for fall establishment. The 10 lb kit covers approximately one acre in average soil conditions. Developed by Nature's Seed wildlife specialists with regional foraging behavior in mind.",A high-attraction food plot seed blend designed to hold deer and wildlife on your property through fall and winter. Fast-establishing annuals and perennials provide reliable forage from early season through hard frosts.,"Green Screen Food Plot Mix is engineered to attract and hold deer, turkey, and other wildlife from early fall through late season. The blend combines fast-germinating annuals with persistent perennials to give you green, palatable forage exactly when hunting pressure peaks and natural food sources decline.","The mix includes species proven to draw heavy browse pressure: brassicas for cool-season attraction, clovers for warm-season protein, and grains that remain standing through early frosts. Together they create a food plot that produces from the first cool nights of fall through the end of deer season — giving wildlife a reason to stay on your land.",Seed into a well-prepared seedbed in late summer for fall establishment. The 10 lb kit covers approximately one acre in average soil conditions. Developed by Nature's Seed wildlife specialists with regional foraging behavior in mind.,,,"specialty seed, pasture seed, best seller, food plot seed",35.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/greenScreen.png,,,,,"10 lb - Covers 40,000 Sq Ft | 20 lb - Covers 85,000 Sq Ft | 50 lb - Covers 215,000 Sq Ft",PB-GRSC-50-LB-KIT | PB-GRSC-20-LB-KIT | PB-GRSC-10-LB,$152.99 | $64.79 | $35.99,Full Sun Preferred,½ to 1 inch,7,https://naturesseed.com/products/pasture-seed/green-screen-food-plot-screen/
455411,PB-FULL,Full Potential Food Plot Mix,variable,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed",new,,,,,,,,"specialty seed, pasture seed, food plot seed",111.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/FullPotential.png,https://naturesseed.com/wp-content/uploads/2025/07/NS-Pasture-Seed-Large-bag-150x150-1.jpg,,,,"10 lb - Covers 1,000 Sq Ft | 20 lb - Covers 2,000 Sq Ft | 50 lb - Covers 5,000 Sq Ft",PB-FULL-50-LB-KIT | PB-FULL-20-LB-KIT | PB-FULL-10-LB,$475.99 | $201.59 | $111.99,Full Sun Preferred,1/4 inch,7,https://naturesseed.com/products/pasture-seed/full-potential-food-plot/
455409,PB-KRMU,Krunch N Munch Food Plot Mix,variable,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed","Best Seller, new",,,,,,,,"specialty seed, pasture seed, best seller, food plot seed",29.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/KrunchMunch.png,https://naturesseed.com/wp-content/uploads/2025/07/NS-Pasture-Seed-Large-bag-150x150-1.jpg,,,,"10 lb - Covers 1,000 Sq Ft | 20 lb - Covers 2,000 Sq Ft | 50 lb - Covers 5,000 Sq Ft",PB-KRMU-50-LB-KIT | PB-KRMU-20-LB-KIT | PB-KRMU-10-LB,$127.49 | $53.99 | $29.99,Full Sun Preferred,"1/4 to 1/2""",7,https://naturesseed.com/products/pasture-seed/krunch-and-munch-food-plot/
455407,PB-SHADE,Shade Tolerant Food Plot Mix,variable,"All Seed, Food Plot Seed, Pasture Seed, Specialty Seed","new, Staff Pick",,,,,,,,"specialty seed, pasture seed, staff pick, food plot seed",113.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/ShadeMix.png,https://naturesseed.com/wp-content/uploads/2025/07/Pasture-seed-bag-3.webp,,,,"10 lb - Covers 2,000 Sq Ft | 20 lb - Covers 4,000 Sq Ft | 50 lb - Covers 10,000 Sq Ft",PB-SHADE-50-LB-KIT | PB-SHADE-20-LB-KIT | PB-SHADE-10-LB,$484.49 | $205.19 | $113.99,Partial Shade Preferred,1/4 inch,7,https://naturesseed.com/products/pasture-seed/shade-mix-food-plot/
455394,PB-PLPR,Plains Prairie Mix,variable,"All Seed, Pasture Seed, Specialty Seed",new,,,,,,,,"specialty seed, pasture seed",259.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/10/plainsprairie-1.png,https://naturesseed.com/wp-content/uploads/2025/07/Pasture-seed-bag-3.webp,,,,"4 lb - Covers 800 Sq Ft | 8 lb - Covers 1,000 Sq Ft | 16 lb - Covers 3,000 Sq Ft",PB-PLPR-4-LBS | PB-PLPR-16-LBS | PB-PLPR-8-LBS,$259.99 | $1104.99 | $467.99,Full Sun Preferred,"1/4 - 1/2""",7,https://naturesseed.com/products/pasture-seed/plains-prairie-mix/
452949,PB-CHSS,Chaparral Sage Scrub Mix,variable,"California Collection, All Seed, Specialty Seed",new,,,,,,,,"specialty seed, california collection",37.64,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/ChaparralMix.png,https://naturesseed.com/wp-content/uploads/2025/07/NS-Conservation-Seed-Large-bag-150x150-1.jpg,,,,"0.5 lb - Covers 1,000 Sq Ft | 1 lb - Covers 2,000 Sq Ft | 2 lb - Covers 4,000 Sq Ft",PB-CHSS-2-LB-KIT | PB-CHSS-1-LB-KIT | PB-CHSS-0.5-LB,$127.99 | $67.74 | $37.64,Full Sun to Partial Shade,1/4 inch,7,https://naturesseed.com/products/wildflower-seed/chaparral-sage-scrub-mix/
452924,PB-COSS,Coastal California Sage Scrub Mix,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes",new,,,,,,,,"california collection, native wildflower seed &amp; seed mixes",38.82,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft | 2 lb - Covers 8,000 Sq Ft",PB-COSS-2-LB-KIT | PB-COSS-1-LB-KIT | PB-COSS-0.5-LB,$131.99 | $69.86 | $38.82,Full Sun to Partial Shade,1/4 - 1/2 inch,7,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/
452906,W-ENCA,California Bush Sunflower Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",21.16,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Encelia-californica.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 500 Sq Ft | 0.5 lb - Covers 1,000 Sq Ft | 1 lb - Covers 2,000 Sq Ft",W-ENCA-1-LB-KIT | W-ENCA-0.5-LB-KIT | W-ENCA-0.25-LB,$71.99 | $38.10 | $21.16,Full Sun,About 1/8 inch (if seeding),7,https://naturesseed.com/products/wildflower-seed/california-bush-sunflower/
452899,W-SAAP,White Sage Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",32.93,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/White-Sage.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-SAAP-1-LB-KIT | W-SAAP-0.5-LB-KIT | W-SAAP-0.25-LB,$111.99 | $59.27 | $32.93,Full Sun,Surface sow or very light cover (needs light to germinate),7,https://naturesseed.com/products/wildflower-seed/white-sage/
452877,W-NAPU,Purple Needlegrass Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",19.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/PurpleNeedlegrass-1.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-NAPU-1-LB-KIT | W-NAPU-0.5-LB-KIT | W-NAPU-0.25-LB,$67.99 | $35.98 | $19.99,Full Sun to Partial Shade,1/4–1/2 inch,7,https://naturesseed.com/products/wildflower-seed/purple-needlegrass/
452802,W-ERCO,Golden Yarrow Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",54.11,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/GoldenYarrow.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-ERCO-1-LB-KIT | W-ERCO-0.5-LB-KIT | W-ERCO-0.25-LB,$183.99 | $97.39 | $54.11,Full Sun,Surface to 1/8 inch (lightly cover),7,https://naturesseed.com/products/wildflower-seed/golden-yarrow/
452791,WB-XCVP,Central Valley Pollinator Wildflower Mix,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",58.82,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Xerces.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.5 lb - 2,000 Sq Ft | 1 lb - 5,000 Sq Ft | 2 lb - 10,000 Sq Ft",WB-XCVP-2-LB-KIT | WB-XCVP-1-LB-KIT | WB-XCVP-0.5-LB,$199.99 | $105.88 | $58.82,Full Sun,~1/8 inch;,7,https://naturesseed.com/products/wildflower-seed/central-valley-pollinator-mix-xerces-society/
452770,W-LUMI,Yellow Lupine Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",29.41,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Yellow-Lupine.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-LUMI-1-LB-KIT | W-LUMI-0.5-LB-KIT | W-LUMI-0.25-LB,$99.99 | $52.94 | $29.41,Full Sun,1/8 inch—cover lightly,7,https://naturesseed.com/products/wildflower-seed/yellow-lupine/
452749,W-ACLA,Western Yarrow Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",17.64,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Achillea-millefolium.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-ACLA-1-LB-KIT | W-ACLA-0.5-LB-KIT | W-ACLA-0.25-LB,$59.99 | $31.74 | $17.64,Full Sun to Partial Shade,Surface sow (needs light; do not cover),7,https://naturesseed.com/products/wildflower-seed/western-yarrow/
452706,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,variable,All Seed,new,,,,,,,,,199.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,,,,,"5 lb - Covers 1,000 Sq Ft | 10 lb - Covers 2,000 Sq Ft | 25 lb - Covers 5,000 Sq Ft",TURF-W-BLUE-BUNDLE-5-LB | TURF-W-BLUE-BUNDLE-25-LB-KIT | TURF-W-BLUE-BUNDLE-10-LB-KIT,$199.99 | $509.99 | $269.99,Full Sun to Partial Shade,1/8 to 1/4 inch deep,15,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/
452646,W-DIAUA,Bush Monkeyflower Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",19.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Bush-Monkeyflower.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 1,000 Sq Ft | 0.5 lb - Covers 2,000 Sq Ft | 1 lb - Covers 4,000 Sq Ft",W-DIAUA-1-LB-KIT | W-DIAUA-0.5-LB-KIT | W-DIAUA-0.25-LB,$67.99 | $35.98 | $19.99,Full Sun to Partial Shade ,Surface sow (very fine seed; needs light to germinate) ,7,https://naturesseed.com/products/wildflower-seed/bush-monkeyflower/
452626,TURF-W-TALL-BUNDLE,Pet & Kid Friendly Low-Maintenance Fescue Lawn Bundle,variable,"Lawn Seed, All Seed, Drought-Tolerant Seed",new,,,,,,,,"lawn seed, drought-tolerant seed",159.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/pet_fescue_bundle-1.png,,,,,"5 lb - Covers 1,000 Sq Ft | 10 lb - Covers 2,000 Sq Ft | 25 lb - Covers 5,000 Sq Ft",TURF-W-TALL-BUNDLE-5-LB-KIT | TURF-W-TALL-BUNDLE-25-LB-KIT | TURF-W-TALL-BUNDLE-10-LB-KIT,$159.99 | $309.99 | $189.99,Full Sun to Partial Shade,1/8 to 1/4 inch,15,https://naturesseed.com/product/bundle/pet-kid-friendly-fescue-lawn-bundle/
452633,W-SIBE,Blue-Eyed Grass Seed,variable,"All Seed, California Collection, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed",new,,,,,,,,"specialty seed, california collection, native wildflower seed &amp; seed mixes",50.58,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"0.25 lb - Covers 2,000 Sq Ft | 0.5 lb - Covers 4,000 Sq Ft | 1 lb - Covers 8,000 Sq Ft",W-SIBE-1-LB-KIT | W-SIBE-0.5-LB-KIT | W-SIBE-0.25-LB,$171.99 | $91.04 | $50.58,Full Sun to Partial Shade ,Surface to 1/8 inch (needs light to germinate) ,7,https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/
452364,PG-TRRE,White Clover Seed,variable,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed","Best Seller, new","White clover (Trifolium repens) is one of the most valuable and versatile plants you can add to your pasture, lawn, or food plot. This low-growing perennial legume is prized worldwide for its ability to naturally enrich soil through nitrogen fixation, reducing the need for synthetic fertilizer and boosting the growth of surrounding grasses. White clover forms a dense, spreading mat of foliage that can reach up to 12 inches in height, making it an ideal ground cover for erosion control, weed suppression, and improving soil health over time.",,"White clover (Trifolium repens) is one of the most valuable and versatile plants you can add to your pasture, lawn, or food plot. This low-growing perennial legume is prized worldwide for its ability to naturally enrich soil through nitrogen fixation, reducing the need for synthetic fertilizer and boosting the growth of surrounding grasses. White clover forms a dense, spreading mat of foliage that can reach up to 12 inches in height, making it an ideal ground cover for erosion control, weed suppression, and improving soil health over time.",,,,,"cover crop seed, pasture seed, best seller, specialty seed, clover seed",34.99,,,xx,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,https://naturesseed.com/wp-content/uploads/2025/07/WildflowerBag-2.png,,,,"5 lb - Covers 10,000 Sq Ft | 10 lb - Covers 20,000 Sq Ft | 50 lb - Covers 100,000 Sq Ft",PG-TRRE-50-LB-KIT | PG-TRRE-5-LB | PG-TRRE-10-LB-KIT,$296.99 | $34.99 | $62.99,Full Sun to Partial Shade,1/8 to 1/4 inch,7,https://naturesseed.com/products/clover-seed/white-clover/
451810,S-DUTCH-5-LB-ADDON,"White Dutch Clover Soil & Grass Health Boost - 5lb for 10,000 Sq ft.",simple,All Seed,new,,,,,,,,,34.99,34.99,5.0,xx,https://naturesseed.com/wp-content/uploads/2025/07/s-trre1_1.jpg,,,,,,,,,,7,https://naturesseed.com/product/white-dutch-clover-soil-grass-health-boost-5lb-for-10000-sq-ft/
450588,S-RICE-25-LB-ADDON,"Rice Hulls: Improve Seed Contact, Germination & Hold Moisture",simple,All Seed,,,,,,,,,,69.99,69.99,25.0,xx,https://naturesseed.com/wp-content/uploads/2025/08/Rice-Hulls-Bag.png,,,,,,,,,,7,https://naturesseed.com/products/planting-aids/rice-hulls-improve-seed-contact-germination-hold-moisture/
